faces,has_text,brightness,vibrancy,contrast,color_variety,red_dominance,sharpness,aspect_ratio,image_name
4,1,0.6857,0.226,0.2615,65.052,0.0899,798.9821,1.78,vid_6357.jpg
1,1,0.2708,0.3239,0.2297,58.115,0.0307,566.9276,1.78,vid_6358.jpg
1,1,0.3376,0.127,0.2304,51.825,0.0243,501.2956,1.78,vid_6359.jpg
1,0,0.3494,0.3058,0.2469,61.998,0.0506,138.2864,1.78,vid_636.jpg
3,1,0.5118,0.2458,0.2916,0.0,0.05,1312.0145,1.78,vid_6360.jpg
1,0,0.3381,0.2157,0.282,66.108,0.0264,95.8899,1.78,vid_6361.jpg
0,1,0.6146,0.23,0.2091,66.592,0.1658,731.1026,1.78,vid_6362.jpg
2,1,0.242,0.3278,0.1825,78.234,0.0238,420.946,1.78,vid_6363.jpg
1,1,0.2647,0.4687,0.2068,63.108,0.1032,799.2028,1.78,vid_6364.jpg
2,1,0.2125,0.3248,0.1955,84.96,0.0358,835.4718,1.78,vid_6365.jpg
1,1,0.276,0.3167,0.1969,0.0,0.0564,652.3809,1.78,vid_6366.jpg
3,1,0.2472,0.3696,0.204,68.471,0.0041,394.0848,1.78,vid_6367.jpg
1,0,0.3403,0.2769,0.2444,85.72,0.0444,139.5052,1.78,vid_6368.jpg
3,1,0.2698,0.2808,0.2244,70.766,0.0683,234.9123,1.78,vid_6369.jpg
0,1,0.6273,0.709,0.232,0.0,0.0,696.0954,1.78,vid_637.jpg
1,0,0.2413,0.5626,0.1537,32.627,0.1221,75.877,1.78,vid_6370.jpg
2,1,0.2758,0.4221,0.21,0.0,0.0248,996.5518,1.78,vid_6371.jpg
3,1,0.8244,0.0222,0.3382,9.509,0.0,1253.2316,1.78,vid_6372.jpg
2,1,0.2564,0.3938,0.1928,91.868,0.2261,241.3765,1.78,vid_6373.jpg
1,0,0.3656,0.1374,0.2495,38.095,0.0175,205.0899,1.78,vid_6374.jpg
3,1,0.3354,0.3096,0.2399,84.285,0.0533,1397.4635,1.78,vid_6375.jpg
2,0,0.2444,0.3344,0.2197,78.014,0.0148,164.0551,1.78,vid_6376.jpg
0,0,1.0,0.0,0.0,0.001,0.0,0.0,1.78,vid_6377.jpg
0,1,0.3088,0.2864,0.1826,52.446,0.0152,222.2345,1.78,vid_6378.jpg
0,1,0.3965,0.1996,0.3036,59.641,0.0137,471.0491,1.78,vid_6379.jpg
4,1,0.32,0.2388,0.2131,55.519,0.0666,127.7612,1.78,vid_638.jpg
1,1,0.765,0.2441,0.3272,0.0,0.0393,2591.248,1.78,vid_6380.jpg
0,0,0.2961,0.6578,0.1884,52.678,0.0208,133.9888,1.78,vid_6381.jpg
1,1,0.2297,0.1859,0.1909,31.934,0.0466,733.8951,1.78,vid_6382.jpg
2,1,0.3194,0.2685,0.2119,73.263,0.0196,162.8303,1.78,vid_6383.jpg
3,1,0.1937,0.4991,0.1901,70.709,0.0236,341.5647,1.78,vid_6384.jpg
1,1,0.3881,0.3113,0.2492,79.183,0.0203,432.6733,1.78,vid_6385.jpg
3,0,0.2905,0.3448,0.1985,45.454,0.1523,199.0286,1.78,vid_6386.jpg
4,1,0.5101,0.4181,0.2551,0.0,0.0606,799.1895,1.78,vid_6387.jpg
4,1,0.5584,0.2725,0.2656,0.0,0.074,977.4453,1.78,vid_6388.jpg
0,0,0.2489,0.1667,0.2417,12.551,0.0002,228.3366,1.78,vid_6389.jpg
1,0,0.2689,0.2437,0.2109,71.177,0.0179,267.2925,1.78,vid_639.jpg
3,1,0.3106,0.2016,0.2412,46.778,0.0662,254.4198,1.78,vid_6390.jpg
1,1,0.2733,0.2838,0.2181,61.722,0.0108,814.8871,1.78,vid_6391.jpg
2,1,0.3272,0.115,0.2252,35.648,0.025,220.772,1.78,vid_6392.jpg
1,1,0.3325,0.2344,0.246,76.062,0.0098,342.2599,1.78,vid_6393.jpg
0,0,0.4866,0.199,0.2724,17.546,0.0168,146.2515,1.78,vid_6394.jpg
2,0,0.3508,0.2324,0.2424,72.972,0.0102,123.994,1.78,vid_6395.jpg
1,1,0.2901,0.2179,0.1911,51.649,0.0031,148.2056,1.78,vid_6396.jpg
1,0,0.3156,0.1559,0.2349,31.997,0.0053,135.4498,1.78,vid_6397.jpg
2,1,0.2253,0.2762,0.2109,99.83,0.0495,884.0315,1.78,vid_6398.jpg
1,1,0.2647,0.236,0.2289,59.726,0.0026,614.5992,1.78,vid_6399.jpg
1,0,0.137,0.5738,0.1264,62.622,0.0015,297.6116,1.78,vid_64.jpg
2,0,0.1889,0.2629,0.146,57.543,0.0481,65.5388,1.78,vid_640.jpg
2,0,0.3678,0.3771,0.2062,42.572,0.0206,154.9595,1.78,vid_6400.jpg
4,0,0.273,0.2213,0.2137,47.098,0.0102,198.9107,1.78,vid_6401.jpg
4,1,0.2909,0.325,0.2243,91.822,0.0421,225.3524,1.78,vid_6402.jpg
2,1,0.2847,0.4465,0.2058,0.0,0.0456,928.7729,1.78,vid_6403.jpg
0,0,1.0,0.0,0.0,0.001,0.0,0.0,1.78,vid_6404.jpg
1,1,0.2957,0.274,0.2064,64.687,0.0904,402.5225,1.78,vid_6405.jpg
1,0,0.2954,0.5267,0.2184,88.157,0.2801,430.6045,1.78,vid_6406.jpg
0,1,0.344,0.3192,0.1916,61.498,0.2323,322.1332,1.78,vid_6407.jpg
1,0,0.3229,0.4052,0.2713,85.731,0.0622,107.4602,1.78,vid_6408.jpg
1,0,0.3501,0.3584,0.2928,84.799,0.03,158.4167,1.78,vid_6409.jpg
0,1,0.6779,0.2682,0.2607,0.0,0.1505,1277.6957,1.78,vid_641.jpg
3,1,0.3581,0.5232,0.2438,0.0,0.0079,819.4675,1.78,vid_6410.jpg
2,1,0.3966,0.2449,0.2642,86.839,0.0991,1337.4283,1.78,vid_6411.jpg
0,0,0.247,0.0672,0.1923,5.903,0.0002,181.3249,1.78,vid_6412.jpg
0,0,0.3504,0.4769,0.1791,99.351,0.05,36.8306,1.78,vid_6413.jpg
1,1,0.4719,0.3641,0.3314,0.0,0.0567,1720.9592,1.78,vid_6414.jpg
1,1,0.2546,0.3579,0.229,50.357,0.0568,584.2056,1.78,vid_6415.jpg
4,1,0.547,0.268,0.3094,0.0,0.0436,1511.1731,1.78,vid_6416.jpg
1,1,0.339,0.2437,0.26,79.277,0.0247,109.7813,1.78,vid_6417.jpg
2,1,0.224,0.4493,0.2189,56.642,0.0024,353.8513,1.78,vid_6418.jpg
3,0,0.2387,0.1717,0.2347,23.834,0.0021,129.5845,1.78,vid_6419.jpg
0,1,0.6337,0.3059,0.2571,92.297,0.0988,696.5906,1.78,vid_642.jpg
2,1,0.595,0.0956,0.2312,16.201,0.0004,264.4827,1.78,vid_6420.jpg
0,0,1.0,0.0,0.0,0.001,0.0,0.0,1.78,vid_6421.jpg
0,0,0.3564,0.108,0.2465,19.342,0.0298,86.5933,1.78,vid_6422.jpg
2,1,0.2933,0.4914,0.1933,0.0,0.0956,470.4465,1.78,vid_6423.jpg
2,1,0.4187,0.3265,0.2663,0.0,0.1168,2852.0556,1.78,vid_6424.jpg
0,0,0.1617,0.0688,0.1843,13.593,0.0024,588.1803,1.78,vid_6425.jpg
1,1,0.3525,0.2106,0.2344,68.237,0.0074,1069.0635,1.78,vid_6426.jpg
2,1,0.1982,0.2369,0.2256,32.518,0.0059,450.4035,1.78,vid_6427.jpg
0,1,0.2366,0.368,0.1982,96.56,0.0509,708.6967,1.78,vid_6428.jpg
1,0,0.1901,0.4528,0.1653,31.87,0.0141,34.1983,1.78,vid_6429.jpg
1,0,0.1569,0.5786,0.1574,89.411,0.0462,108.9725,1.78,vid_643.jpg
8,1,0.3325,0.1956,0.2491,81.278,0.0213,984.1021,1.78,vid_6430.jpg
3,0,0.2619,0.3388,0.1797,27.351,0.2545,181.3943,1.78,vid_6431.jpg
4,1,0.7941,0.1325,0.2677,77.906,0.0378,2391.882,1.78,vid_6432.jpg
10,1,0.6812,0.2505,0.3553,0.0,0.1569,1561.0946,1.78,vid_6433.jpg
4,1,0.3436,0.1763,0.2368,85.52,0.0009,771.5454,1.78,vid_6434.jpg
1,0,0.8846,0.7288,0.1679,0.0,0.0043,358.0214,1.78,vid_6435.jpg
1,1,0.4367,0.3338,0.2504,0.0,0.0501,388.4668,1.78,vid_6436.jpg
1,0,0.4587,0.0557,0.2806,33.793,0.0135,466.1484,1.78,vid_6437.jpg
1,0,0.1901,0.1977,0.218,40.823,0.02,235.6952,1.78,vid_6438.jpg
3,1,0.579,0.2968,0.2462,0.0,0.0527,722.6147,1.78,vid_6439.jpg
2,0,0.2959,0.3812,0.1972,67.273,0.0217,456.9837,1.78,vid_644.jpg
0,0,0.2731,0.305,0.1191,24.138,0.0,402.6078,1.78,vid_6440.jpg
3,1,0.6945,0.3172,0.2921,0.0,0.117,1101.8217,1.78,vid_6441.jpg
1,0,0.365,0.1387,0.2205,33.41,0.0078,180.2599,1.78,vid_6442.jpg
0,1,0.1639,0.2367,0.1577,31.025,0.0328,896.7068,1.78,vid_6443.jpg
3,1,0.2272,0.4932,0.1774,0.0,0.0387,719.73,1.78,vid_6444.jpg
3,1,0.8683,0.4661,0.2941,0.0,0.0503,4290.3837,1.78,vid_6445.jpg
2,1,0.602,0.329,0.2435,0.0,0.0601,1480.7406,1.78,vid_6446.jpg
2,1,0.3344,0.1699,0.2375,74.779,0.0358,741.9727,1.78,vid_6447.jpg
3,1,0.5166,0.379,0.2496,0.0,0.0625,978.3077,1.78,vid_6448.jpg
0,0,0.4123,0.448,0.2675,34.74,0.04,518.5104,1.78,vid_6449.jpg
1,0,0.2445,0.2968,0.1519,59.937,0.0495,200.5027,1.78,vid_645.jpg
1,1,0.6986,0.1539,0.3689,0.0,0.0345,3454.759,1.78,vid_6450.jpg
0,0,1.0,0.0,0.0,0.001,0.0,0.0,1.78,vid_6451.jpg
7,1,0.5085,0.3062,0.2529,0.0,0.1228,1600.9451,1.78,vid_6452.jpg
4,1,0.5623,0.1817,0.3207,0.0,0.0497,3296.4541,1.78,vid_6453.jpg
2,1,0.2946,0.3075,0.2096,58.268,0.0492,346.1093,1.78,vid_6454.jpg
3,1,0.3463,0.3161,0.2351,0.0,0.1206,793.1203,1.78,vid_6455.jpg
1,1,0.3992,0.4696,0.2733,0.0,0.1428,959.065,1.78,vid_6456.jpg
2,1,0.2835,0.3878,0.2519,68.62,0.0441,245.5234,1.78,vid_6457.jpg
3,1,0.7255,0.2295,0.3199,0.0,0.0459,458.4339,1.78,vid_6458.jpg
1,1,0.2565,0.1803,0.2157,49.012,0.0197,605.0145,1.78,vid_6459.jpg
3,1,0.4764,0.3399,0.2371,0.0,0.0731,3017.1654,1.78,vid_646.jpg
0,0,0.4926,0.6008,0.2242,49.55,0.1814,405.8398,1.78,vid_6460.jpg
5,1,0.4787,0.2651,0.2953,0.0,0.0571,829.5946,1.78,vid_6461.jpg
2,0,0.3726,0.2086,0.2412,47.369,0.0014,210.014,1.78,vid_6462.jpg
0,1,0.6221,0.2521,0.2478,0.0,0.0624,1859.6071,1.78,vid_6463.jpg
1,0,0.5419,0.0,0.3022,0.256,0.0,567.0914,1.78,vid_6464.jpg
1,0,0.3452,0.1132,0.2524,30.663,0.0083,533.2359,1.78,vid_6465.jpg
0,0,0.1019,0.1351,0.1843,42.197,0.0059,276.5561,1.78,vid_6466.jpg
7,1,0.6647,0.2725,0.3672,0.0,0.1141,1640.5876,1.78,vid_6467.jpg
2,1,0.3426,0.2295,0.2857,48.531,0.039,468.8012,1.78,vid_6468.jpg
0,1,0.7675,0.1517,0.3716,70.703,0.0001,1480.9019,1.78,vid_6469.jpg
2,1,0.2636,0.2215,0.2327,50.364,0.0748,448.8609,1.78,vid_647.jpg
6,1,0.5199,0.316,0.2849,0.0,0.2271,2732.8658,1.78,vid_6470.jpg
1,1,0.5205,0.2909,0.2911,0.0,0.1176,1346.3996,1.78,vid_6471.jpg
1,0,0.3246,0.0534,0.2499,7.034,0.0009,252.4225,1.78,vid_6472.jpg
1,0,0.2925,0.2051,0.2172,31.796,0.0062,302.2254,1.78,vid_6473.jpg
0,0,0.4879,0.2315,0.268,11.445,0.0,144.545,1.78,vid_6474.jpg
2,1,0.5125,0.0927,0.1766,37.42,0.0055,699.5333,1.78,vid_6475.jpg
0,1,0.2456,0.5548,0.1891,69.004,0.0179,400.0601,1.78,vid_6476.jpg
1,0,0.3474,0.2699,0.1886,62.511,0.0184,89.1469,1.78,vid_6477.jpg
2,0,0.4138,0.3749,0.236,78.77,0.0367,57.7523,1.78,vid_6478.jpg
3,1,0.3704,0.4249,0.2269,97.564,0.411,578.2899,1.78,vid_6479.jpg
2,0,0.3764,0.3883,0.2108,70.391,0.1836,266.5641,1.78,vid_648.jpg
2,1,0.3256,0.5794,0.1861,0.0,0.0124,229.3456,1.78,vid_6480.jpg
1,1,0.2571,0.2896,0.184,48.854,0.0199,142.3522,1.78,vid_6481.jpg
0,1,0.252,0.3575,0.2009,0.0,0.0092,624.8546,1.78,vid_6482.jpg
2,1,0.1907,0.3807,0.1641,84.948,0.0101,848.5201,1.78,vid_6483.jpg
1,1,0.3911,0.1588,0.2449,71.267,0.0351,769.004,1.78,vid_6484.jpg
2,0,0.6959,0.023,0.4393,6.342,0.0,421.3656,1.78,vid_6485.jpg
3,1,0.5869,0.3289,0.249,0.0,0.2724,952.583,1.78,vid_6486.jpg
4,0,0.1682,0.2563,0.2174,36.558,0.0331,346.1503,1.78,vid_6487.jpg
0,1,0.4934,0.2737,0.3091,0.0,0.0834,235.5072,1.78,vid_6488.jpg
3,0,0.313,0.1118,0.2009,46.503,0.0383,282.0485,1.78,vid_6489.jpg
3,0,0.2163,0.5067,0.2103,81.239,0.0847,258.3888,1.78,vid_649.jpg
1,0,0.3298,0.182,0.2093,61.908,0.072,152.324,1.78,vid_6490.jpg
3,1,0.2654,0.2367,0.1839,43.918,0.0185,253.1482,1.78,vid_6491.jpg
2,0,0.3679,0.2687,0.2645,76.02,0.0163,311.2185,1.78,vid_6492.jpg
3,1,0.4697,0.4419,0.3515,85.764,0.0182,600.5507,1.78,vid_6493.jpg
0,1,0.324,0.2816,0.2222,74.114,0.1253,306.7647,1.78,vid_6494.jpg
4,1,0.5171,0.2123,0.2804,0.0,0.0152,3869.6183,1.78,vid_6495.jpg
0,0,1.0,0.0,0.0,0.001,0.0,0.0,1.78,vid_6496.jpg
2,1,0.3425,0.2609,0.2506,95.222,0.0643,411.6387,1.78,vid_6497.jpg
2,0,0.2296,0.148,0.2003,31.33,0.0477,215.3699,1.78,vid_6498.jpg
2,1,0.5149,0.4091,0.2352,99.361,0.0835,1005.34,1.78,vid_6499.jpg
0,1,0.3676,0.3575,0.1882,0.0,0.1037,266.6617,1.78,vid_65.jpg
1,1,0.3963,0.2093,0.2444,0.0,0.0903,1178.4438,1.78,vid_650.jpg
2,1,0.3206,0.4547,0.2152,0.0,0.0451,743.2064,1.78,vid_6500.jpg
2,1,0.2879,0.4288,0.2304,90.703,0.0084,502.7584,1.78,vid_6501.jpg
2,1,0.5256,0.5206,0.2517,0.0,0.129,553.4219,1.78,vid_6502.jpg
1,0,0.1475,0.2646,0.169,48.389,0.0092,284.2679,1.78,vid_6503.jpg
1,0,0.2438,0.2615,0.2454,68.623,0.0197,350.6869,1.78,vid_6504.jpg
1,1,0.275,0.3109,0.2024,0.0,0.0417,1150.2373,1.78,vid_6505.jpg
2,0,0.2476,0.2769,0.1893,56.331,0.1269,104.9968,1.78,vid_6506.jpg
2,1,0.2661,0.2247,0.229,68.594,0.0477,601.661,1.78,vid_6507.jpg
8,1,0.2562,0.1905,0.2413,42.609,0.0355,574.7994,1.78,vid_6508.jpg
1,0,0.2279,0.3017,0.2133,52.435,0.0322,307.3351,1.78,vid_6509.jpg
0,0,0.26,0.3802,0.1903,35.313,0.0935,84.3714,1.78,vid_651.jpg
1,1,0.3024,0.2934,0.2482,56.382,0.0103,522.7805,1.78,vid_6510.jpg
7,0,0.213,0.5512,0.1841,69.24,0.0021,52.6298,1.78,vid_6511.jpg
0,1,0.5636,0.1821,0.2252,55.968,0.0093,648.5775,1.78,vid_6512.jpg
3,1,0.791,0.2729,0.251,0.0,0.237,150.4669,1.78,vid_6513.jpg
0,0,1.0,0.0,0.0,0.001,0.0,0.0,1.78,vid_6514.jpg
4,1,0.3575,0.0742,0.2552,31.4,0.0025,350.5437,1.78,vid_6515.jpg
6,1,0.2335,0.1763,0.196,58.338,0.0589,721.4796,1.78,vid_6516.jpg
0,0,0.4099,0.1016,0.3032,10.184,0.0,202.0873,1.78,vid_6517.jpg
1,1,0.209,0.341,0.1892,77.305,0.0194,862.6265,1.78,vid_6518.jpg
0,0,0.4153,0.2582,0.2678,60.818,0.199,571.6313,1.78,vid_6519.jpg
1,1,0.5456,0.2048,0.2659,0.0,0.2004,635.4891,1.78,vid_652.jpg
6,1,0.4906,0.3567,0.2424,0.0,0.0448,12687.7156,1.78,vid_6520.jpg
4,1,0.3317,0.3836,0.3349,0.0,0.0288,986.9254,1.78,vid_6521.jpg
7,1,0.193,0.2977,0.1964,65.208,0.0057,1288.37,1.78,vid_6522.jpg
3,1,0.3988,0.1375,0.3009,61.894,0.1101,1819.4553,1.78,vid_6523.jpg
2,1,0.3832,0.3129,0.237,0.0,0.0899,793.2952,1.78,vid_6524.jpg
1,0,0.3424,0.1112,0.2283,21.623,0.0066,161.5443,1.78,vid_6525.jpg
1,0,0.2741,0.1646,0.207,31.255,0.0064,246.8395,1.78,vid_6526.jpg
2,1,0.4854,0.2558,0.2827,87.425,0.0255,2866.5007,1.78,vid_6527.jpg
1,0,0.3768,0.2843,0.2598,39.602,0.168,544.1054,1.78,vid_6528.jpg
6,0,0.2577,0.256,0.2587,46.014,0.0232,243.2433,1.78,vid_6529.jpg
0,1,0.2999,0.1559,0.2226,50.79,0.0223,281.5307,1.78,vid_653.jpg
0,0,0.4027,0.1091,0.2326,24.028,0.0045,211.697,1.78,vid_6530.jpg
0,0,0.2389,0.1968,0.2132,24.158,0.0434,204.1831,1.78,vid_6531.jpg
2,0,0.2279,0.5086,0.1557,56.704,0.0071,130.0461,1.78,vid_6532.jpg
4,1,0.4697,0.2973,0.2847,0.0,0.1461,3044.7345,1.78,vid_6533.jpg
6,1,0.324,0.3746,0.1981,77.287,0.2403,77.5584,1.78,vid_6534.jpg
3,1,0.2795,0.0895,0.3119,46.155,0.0251,329.9084,1.78,vid_6535.jpg
1,0,0.0786,0.321,0.1445,9.177,0.0,321.7506,1.78,vid_6536.jpg
1,1,0.2382,0.3714,0.256,54.418,0.1202,474.899,1.78,vid_6537.jpg
3,0,0.4318,0.1255,0.1905,29.958,0.0448,280.4352,1.78,vid_6538.jpg
3,1,0.5399,0.0,0.2927,0.256,0.0,1089.0269,1.78,vid_6539.jpg
1,0,0.3445,0.3377,0.2496,92.723,0.032,102.2415,1.78,vid_654.jpg
1,0,0.2402,0.252,0.1961,23.301,0.0683,132.7076,1.78,vid_6540.jpg
2,1,0.3124,0.212,0.2406,32.076,0.0104,369.2374,1.78,vid_6541.jpg
2,1,0.4649,0.2347,0.3364,0.0,0.015,1417.7845,1.78,vid_6542.jpg
0,0,1.0,0.0,0.0,0.001,0.0,0.0,1.78,vid_6543.jpg
0,1,0.1462,0.2733,0.1809,38.303,0.0092,591.6213,1.78,vid_6544.jpg
5,0,0.2815,0.3873,0.2618,44.488,0.0121,160.3797,1.78,vid_6545.jpg
0,0,1.0,0.0,0.0,0.001,0.0,0.0,1.78,vid_6546.jpg
2,0,0.2253,0.3111,0.2054,41.356,0.0663,254.1576,1.78,vid_6547.jpg
1,1,0.404,0.1959,0.2823,43.286,0.0034,316.9993,1.78,vid_6548.jpg
3,1,0.2582,0.2758,0.2009,67.778,0.0795,262.8217,1.78,vid_6549.jpg
1,1,0.7001,0.329,0.271,0.0,0.2814,1160.8575,1.78,vid_655.jpg
2,0,0.2724,0.255,0.2594,39.013,0.0062,495.5184,1.78,vid_6550.jpg
1,1,0.2444,0.3217,0.2357,55.098,0.0126,467.3337,1.78,vid_6551.jpg
1,1,0.0921,0.2543,0.0994,18.005,0.0045,503.1726,1.78,vid_6552.jpg
2,1,0.7193,0.3809,0.2701,0.0,0.0258,1265.3407,1.78,vid_6553.jpg
2,1,0.3201,0.2255,0.1997,97.562,0.032,302.7192,1.78,vid_6554.jpg
1,1,0.4109,0.2606,0.2267,63.453,0.0499,873.4526,1.78,vid_6555.jpg
1,0,0.1023,0.1344,0.1204,21.427,0.0007,30.53,1.78,vid_6556.jpg
4,1,0.3793,0.1882,0.1878,30.358,0.075,554.9649,1.78,vid_6557.jpg
1,1,0.5213,0.5848,0.2554,0.0,0.0004,153.1933,1.78,vid_6558.jpg
3,0,0.4509,0.6002,0.1582,88.051,0.2982,318.2572,1.78,vid_6559.jpg
1,0,0.3044,0.2559,0.2095,49.207,0.1934,216.273,1.78,vid_656.jpg
1,1,0.2818,0.4433,0.3057,92.934,0.1005,376.8441,1.78,vid_6560.jpg
4,0,0.2651,0.2672,0.2265,32.508,0.0,251.5759,1.78,vid_6561.jpg
1,1,0.3253,0.5585,0.2473,0.0,0.0835,499.8318,1.78,vid_6562.jpg
0,0,0.4238,0.0544,0.2597,21.062,0.0003,234.6517,1.78,vid_6563.jpg
2,0,0.2744,0.297,0.225,43.151,0.0443,148.8267,1.78,vid_6564.jpg
1,0,0.6022,0.1125,0.1338,92.271,0.0607,247.6407,1.78,vid_6565.jpg
2,1,0.1913,0.5418,0.2146,0.0,0.0074,407.0722,1.78,vid_6566.jpg
1,1,0.3116,0.416,0.1921,92.913,0.0819,307.9484,1.78,vid_6567.jpg
1,1,0.4341,0.3954,0.2497,70.86,0.1699,1288.1291,1.78,vid_6568.jpg
1,1,0.8862,0.8367,0.2424,94.611,0.0938,463.0707,1.78,vid_6569.jpg
0,1,0.1894,0.2518,0.1973,24.964,0.0,1448.7252,1.78,vid_657.jpg
2,0,0.3485,0.2856,0.237,71.054,0.0844,253.7896,1.78,vid_6570.jpg
2,1,0.4353,0.4873,0.2632,0.0,0.0027,969.095,1.78,vid_6571.jpg
2,1,0.3101,0.401,0.2274,70.364,0.0288,692.1884,1.78,vid_6572.jpg
0,0,0.1737,0.2269,0.1514,37.6,0.0314,231.4486,1.78,vid_6573.jpg
5,1,0.4042,0.2587,0.2522,0.0,0.0439,430.9719,1.78,vid_6574.jpg
1,0,0.9111,0.0591,0.1439,52.834,0.0219,239.0837,1.78,vid_6575.jpg
0,1,0.321,0.146,0.2342,33.763,0.0163,979.8612,1.78,vid_6576.jpg
5,0,0.3689,0.2914,0.2812,63.292,0.0448,301.4857,1.78,vid_6577.jpg
2,1,0.5423,0.1956,0.2677,94.065,0.0151,85.5272,1.78,vid_6578.jpg
1,1,0.2138,0.6341,0.1442,48.743,0.0457,226.535,1.78,vid_6579.jpg
0,0,0.2787,0.2458,0.1841,67.873,0.0063,57.8032,1.78,vid_658.jpg
1,1,0.4989,0.3896,0.3358,0.0,0.24,526.3865,1.78,vid_6580.jpg
6,0,0.2732,0.3739,0.1485,98.044,0.0326,126.0171,1.78,vid_6581.jpg
0,1,0.9131,0.328,0.3054,58.144,0.0127,937.7945,1.78,vid_6582.jpg
1,0,0.2516,0.5538,0.1507,63.406,0.1241,163.1067,1.78,vid_6583.jpg
0,1,0.2715,0.3264,0.2434,48.488,0.0457,2447.3599,1.78,vid_6584.jpg
1,1,0.3957,0.4514,0.2391,85.527,0.0358,202.7706,1.78,vid_6585.jpg
1,1,0.1124,0.085,0.1788,58.694,0.0041,1352.2488,1.78,vid_6586.jpg
1,0,0.1601,0.0331,0.2364,1.959,0.0,105.9975,1.78,vid_6587.jpg
2,0,0.155,0.3749,0.1951,49.257,0.0178,339.7723,1.78,vid_6588.jpg
0,0,0.3271,0.3076,0.2666,22.777,0.0002,326.2338,1.78,vid_6589.jpg
3,1,0.3797,0.7482,0.2116,0.0,0.1937,754.884,1.78,vid_659.jpg
7,1,0.2612,0.4505,0.2071,79.19,0.1324,345.8517,1.78,vid_6590.jpg
2,1,0.3221,0.5062,0.1934,45.543,0.3185,465.0661,1.78,vid_6591.jpg
0,1,0.4787,0.343,0.3542,94.516,0.0075,1087.2531,1.78,vid_6592.jpg
1,0,0.2568,0.4122,0.1864,48.021,0.0326,81.707,1.78,vid_6593.jpg
1,1,0.6695,0.4386,0.3369,0.0,0.0968,2135.2158,1.78,vid_6594.jpg
3,1,0.2327,0.258,0.2065,69.709,0.0472,277.7407,1.78,vid_6595.jpg
2,1,0.591,0.3526,0.3125,0.0,0.0593,2290.0794,1.78,vid_6596.jpg
1,1,0.2701,0.39,0.1821,56.04,0.021,303.6478,1.78,vid_6597.jpg
1,0,0.3453,0.353,0.2169,0.0,0.0047,62.46,1.78,vid_6598.jpg
2,1,0.2742,0.3429,0.2303,92.249,0.0037,1005.3698,1.78,vid_6599.jpg
1,0,0.2266,0.6461,0.1678,51.785,0.1181,599.8776,1.78,vid_66.jpg
1,1,0.5414,0.413,0.2726,0.0,0.0674,745.7888,1.78,vid_660.jpg
0,1,0.3308,0.224,0.2695,55.157,0.1823,293.6291,1.78,vid_6600.jpg
0,1,0.288,0.2393,0.2303,78.202,0.0016,928.5045,1.78,vid_6601.jpg
5,1,0.2736,0.2342,0.2499,68.624,0.0446,424.0721,1.78,vid_6602.jpg
5,0,0.1951,0.4884,0.1846,68.562,0.0067,83.1073,1.78,vid_6603.jpg
1,1,0.3271,0.4139,0.2307,0.0,0.0097,1084.7387,1.78,vid_6604.jpg
0,1,0.1728,0.3042,0.1793,62.588,0.023,1743.8825,1.78,vid_6605.jpg
0,1,0.2152,0.2626,0.2085,0.0,0.0287,1249.6301,1.78,vid_6606.jpg
3,1,0.369,0.3193,0.2594,82.552,0.0759,262.3411,1.78,vid_6607.jpg
6,1,0.3508,0.3497,0.2217,0.0,0.0157,331.1042,1.78,vid_6608.jpg
1,1,0.3185,0.4454,0.244,0.0,0.0931,754.8106,1.78,vid_6609.jpg
2,1,0.6423,0.6188,0.2769,0.0,0.0549,2522.1004,1.78,vid_661.jpg
3,1,0.2962,0.2636,0.2139,85.297,0.0319,533.7454,1.78,vid_6610.jpg
0,1,0.3729,0.1932,0.2433,36.938,0.0012,449.3942,1.78,vid_6611.jpg
1,0,0.42,0.1318,0.2646,46.936,0.0383,141.0982,1.78,vid_6612.jpg
0,0,1.0,0.0,0.0,0.001,0.0,0.0,1.78,vid_6613.jpg
2,1,0.2775,0.6708,0.2,0.0,0.0107,412.2007,1.78,vid_6614.jpg
1,0,0.2515,0.2005,0.199,36.143,0.0345,235.9805,1.78,vid_6615.jpg
0,0,1.0,0.0,0.0,0.001,0.0,0.0,1.78,vid_6616.jpg
2,0,0.1735,0.2037,0.191,49.201,0.0245,229.1555,1.78,vid_6617.jpg
4,1,0.4469,0.263,0.2857,67.16,0.032,436.4377,1.78,vid_6618.jpg
3,1,0.8075,0.5468,0.2393,0.0,0.4467,626.1068,1.78,vid_6619.jpg
1,1,0.6849,0.1963,0.2503,0.0,0.13,1898.9528,1.78,vid_662.jpg
0,0,0.3224,0.2701,0.2348,67.49,0.0033,153.792,1.78,vid_6620.jpg
0,0,0.3577,0.6204,0.2063,0.0,0.061,285.4912,1.78,vid_6621.jpg
0,0,0.3676,0.3536,0.2205,67.565,0.0573,341.5909,1.78,vid_6622.jpg
1,1,0.2558,0.4111,0.2418,94.984,0.0168,309.525,1.78,vid_6623.jpg
5,1,0.2577,0.5359,0.1638,0.0,0.1154,271.9458,1.78,vid_6624.jpg
0,0,0.3192,0.2672,0.2166,84.029,0.1609,74.4596,1.78,vid_6625.jpg
0,0,0.3458,0.4633,0.2301,28.966,0.0,510.2639,1.78,vid_6626.jpg
0,0,0.1645,0.2686,0.1662,19.317,0.0222,278.1624,1.78,vid_6627.jpg
